Club_Name,Logo,Country
sporting lissabon,https://tmssl.akamaized.net/images/wappen/big/336.png?lm=1621513752,https://tmssl.akamaized.net/images/flagge/medium/136.png?lm=1520611569
fc augsburg,https://tmssl.akamaized.net/images/wappen/big/167.png?lm=1403085893,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
vfb stuttgart,https://tmssl.akamaized.net/images/wappen/big/79.png?lm=1487024087,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
hertha bsc,https://tmssl.akamaized.net/images/wappen/big/44.png?lm=1534505742,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
eintracht frankfurt,https://tmssl.akamaized.net/images/wappen/big/24.png?lm=1403806187,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
tsg 1899 hoffenheim,https://tmssl.akamaized.net/images/wappen/big/533.png?lm=1458907862,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
borussia monchengladbach,https://tmssl.akamaized.net/images/wappen/big/18.png?lm=1483890536,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
vfl wolfsburg,https://tmssl.akamaized.net/images/wappen/big/82.png?lm=1503060755,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
bayer 04 leverkusen,https://tmssl.akamaized.net/images/wappen/big/15.png?lm=1403163785,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
1 fc union berlin,https://tmssl.akamaized.net/images/wappen/big/default.png?lm=1539765803,https://tmsi.akamaized.net/icons/playeragent_license_agent_small.png
1 fc koln,https://tmssl.akamaized.net/images/wappen/big/3.png?lm=1396275280,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
zenit st petersburg,https://tmssl.akamaized.net/images/wappen/big/964.png?lm=1486195881,https://tmssl.akamaized.net/images/flagge/medium/141.png?lm=1520611569
fc pacos de ferreira,https://tmssl.akamaized.net/images/wappen/big/2995.png?lm=1578477741,https://tmssl.akamaized.net/images/flagge/medium/136.png?lm=1520611569
rasenballsport leipzig,https://tmssl.akamaized.net/images/wappen/big/23826.png?lm=1619431624,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
sc freiburg,https://tmssl.akamaized.net/images/wappen/big/60.png?lm=1517249279,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
borussia dortmund,https://tmssl.akamaized.net/images/wappen/big/16.png?lm=1396275280,https://tmssl.akamaized.net/images/flagge/medium/40.png?lm=1520612525
moreirense fc,https://tmssl.akamaized.net/images/wappen/big/979.png?lm=1552324606,https://tmssl.akamaized.net/images/flagge/medium/136.png?lm=1520611569
